position,song,artist,genre,mood
38,East Side of Sorrow,Zach Bryan,,
39,Primera Cita,Carin Leon,,
40,Summertime's Close,Zach Bryan,,
41,Anti-Hero,Taylor Swift,,
42,Spotless (feat. The Lumineers),Zach Bryan,,
43,Love Me Again,V,,
44,MELTDOWN (feat. Drake),Travis Scott,,
45,THE GIRLS - BLACKPINK THE GAME OST,BLACKPINK,,
46,Hey Driver (feat. The War and Treaty),Zach Bryan,,
47,Holanda,Jhayco,,
48,Calm Down (with Selena Gomez),Rema,,
49,Fear and Friday's,Zach Bryan,,
50,Starboy,The Weeknd,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Cruel Summer,Taylor Swift,,
3,Paint The Town Red,Doja Cat,,
4,LALA,Myke Towers,,
5,Dance The Night (From Barbie The Album),Dua Lipa,,
6,QLONA,KAROL G,,
7,What Was I Made For?,Billie Eilish,,
8,Columbia,Quevedo,,
9,vampire,Olivia Rodrigo,,
10,fukumean,Gunna,,
11,Used To Be Young,Miley Cyrus,,
12,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
13,un x100to,Grupo Frontera,,
14,Sprinter,Dave & Central Cee,,
15,Single Soon,Selena Gomez,,
16,Flowers,Miley Cyrus,,
17,Daylight,David Kushner,,
18,LADY GAGA,Peso Pluma,,
19,As It Was,Harry Styles,,
20,Super Shy,NewJeans,,
21,WHERE SHE GOES,Bad Bunny,,
22,Classy 101,Feid & Young Miko,,
23,MI EX TENÍA RAZÓN,KAROL G,,
24,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
25,Kill Bill,SZA,,
26,(It Goes Like) Nanana - Edit,Peggy Gou,,
27,Ella Baila Sola,Eslabon Armado,,
28,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
29,bad idea right?,Olivia Rodrigo,,
30,Style,Taylor Swift,,
31,Primera Cita,Carin Leon,,
32,I Wanna Be Yours,Arctic Monkeys,,
33,Blank Space,Taylor Swift,,
34,august,Taylor Swift,,
35,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
36,Love Me Again,V,,
37,Anti-Hero,Taylor Swift,,
38,Like Crazy,Jimin,,
39,Holanda,Jhayco,,
40,Rich Men North of Richmond,Oliver Anthony Music,,
41,Calm Down (with Selena Gomez),Rema,,
42,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
43,Starboy,The Weeknd,,
44,Cupid - Twin Ver.,FIFTY FIFTY,,
45,TULUM,Peso Pluma,,
46,Die For You,The Weeknd,,
47,MELTDOWN (feat. Drake),Travis Scott,,
48,Last Night,Morgan Wallen,,
49,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
50,Snooze,SZA,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Paint The Town Red,Doja Cat,,
3,Cruel Summer,Taylor Swift,,
4,LALA,Myke Towers,,
5,What Was I Made For?,Billie Eilish,,
6,Dance The Night (From Barbie The Album),Dua Lipa,,
7,QLONA,KAROL G,,
8,Columbia,Quevedo,,
9,vampire,Olivia Rodrigo,,
10,fukumean,Gunna,,
11,Daylight,David Kushner,,
12,un x100to,Grupo Frontera,,
13,Sprinter,Dave & Central Cee,,
14,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
15,Used To Be Young,Miley Cyrus,,
16,Super Shy,NewJeans,,
17,LADY GAGA,Peso Pluma,,
18,Kill Bill,SZA,,
19,As It Was,Harry Styles,,
20,I Wanna Be Yours,Arctic Monkeys,,
21,Flowers,Miley Cyrus,,
22,Single Soon,Selena Gomez,,
23,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
24,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
25,Classy 101,Feid & Young Miko,,
26,august,Taylor Swift,,
27,WHERE SHE GOES,Bad Bunny,,
28,Style,Taylor Swift,,
29,Ella Baila Sola,Eslabon Armado,,
30,MI EX TENÍA RAZÓN,KAROL G,,
31,Blank Space,Taylor Swift,,
32,bad idea right?,Olivia Rodrigo,,
33,(It Goes Like) Nanana - Edit,Peggy Gou,,
34,Love Me Again,V,,
35,Like Crazy,Jimin,,
36,Primera Cita,Carin Leon,,
37,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
38,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
39,Anti-Hero,Taylor Swift,,
40,Cupid - Twin Ver.,FIFTY FIFTY,,
41,Die For You,The Weeknd,,
42,Starboy,The Weeknd,,
43,Holanda,Jhayco,,
44,TULUM,Peso Pluma,,
45,See You Again (feat. Kali Uchis),Tyler The Creator,,
46,Calm Down (with Selena Gomez),Rema,,
47,Last Night,Morgan Wallen,,
48,Rich Men North of Richmond,Oliver Anthony Music,,
49,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
50,Moonlight,Kali Uchis,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Paint The Town Red,Doja Cat,,
3,Cruel Summer,Taylor Swift,,
4,LALA,Myke Towers,,
5,What Was I Made For?,Billie Eilish,,
6,Dance The Night (From Barbie The Album),Dua Lipa,,
7,QLONA,KAROL G,,
8,Columbia,Quevedo,,
9,vampire,Olivia Rodrigo,,
10,fukumean,Gunna,,
11,Used To Be Young,Miley Cyrus,,
12,Daylight,David Kushner,,
13,Sprinter,Dave & Central Cee,,
14,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
15,Super Shy,NewJeans,,
16,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
17,As It Was,Harry Styles,,
18,Kill Bill,SZA,,
19,Flowers,Miley Cyrus,,
20,I Wanna Be Yours,Arctic Monkeys,,
21,un x100to,Grupo Frontera,,
22,Single Soon,Selena Gomez,,
23,august,Taylor Swift,,
24,LADY GAGA,Peso Pluma,,
25,MI EX TENÍA RAZÓN,KAROL G,,
26,WHERE SHE GOES,Bad Bunny,,
27,Love Me Again,V,,
28,Style,Taylor Swift,,
29,bad idea right?,Olivia Rodrigo,,
30,Classy 101,Feid & Young Miko,,
31,Blank Space,Taylor Swift,,
32,(It Goes Like) Nanana - Edit,Peggy Gou,,
33,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
34,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
35,Like Crazy,Jimin,,
36,Anti-Hero,Taylor Swift,,
37,Primera Cita,Carin Leon,,
38,Ella Baila Sola,Eslabon Armado,,
39,Holanda,Jhayco,,
40,Die For You,The Weeknd,,
41,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
42,Starboy,The Weeknd,,
43,MELTDOWN (feat. Drake),Travis Scott,,
44,Snooze,SZA,,
45,Rich Men North of Richmond,Oliver Anthony Music,,
46,See You Again (feat. Kali Uchis),Tyler The Creator,,
47,Calm Down (with Selena Gomez),Rema,,
48,Cupid - Twin Ver.,FIFTY FIFTY,,
49,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
50,Rainy Days,V,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Paint The Town Red,Doja Cat,,
3,Cruel Summer,Taylor Swift,,
4,LALA,Myke Towers,,
5,What Was I Made For?,Billie Eilish,,
6,Dance The Night (From Barbie The Album),Dua Lipa,,
7,QLONA,KAROL G,,
8,Columbia,Quevedo,,
9,vampire,Olivia Rodrigo,,
10,fukumean,Gunna,,
11,DONDE SE APRENDE A QUERER?,Mora,,
12,Daylight,David Kushner,,
13,Sprinter,Dave & Central Cee,,
14,Used To Be Young,Miley Cyrus,,
15,REINA,Mora,,
16,As It Was,Harry Styles,,
17,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
18,Flowers,Miley Cyrus,,
19,Kill Bill,SZA,,
20,Super Shy,NewJeans,,
21,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
22,MEDIA LUNA,Mora,,
23,un x100to,Grupo Frontera,,
24,I Wanna Be Yours,Arctic Monkeys,,
25,Classy 101,Feid & Young Miko,,
26,WHERE SHE GOES,Bad Bunny,,
27,PASAJERO,Mora,,
28,august,Taylor Swift,,
29,MI EX TENÍA RAZÓN,KAROL G,,
30,LADY GAGA,Peso Pluma,,
31,bad idea right?,Olivia Rodrigo,,
32,Style,Taylor Swift,,
33,Blank Space,Taylor Swift,,
34,(It Goes Like) Nanana - Edit,Peggy Gou,,
35,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
36,Single Soon,Selena Gomez,,
37,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
38,Love Me Again,V,,
39,Primera Cita,Carin Leon,,
40,Anti-Hero,Taylor Swift,,
41,Like Crazy,Jimin,,
42,Ella Baila Sola,Eslabon Armado,,
43,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
44,PÓLVORA,Mora,,
45,Die For You,The Weeknd,,
46,Starboy,The Weeknd,,
47,Holanda,Jhayco,,
48,MELTDOWN (feat. Drake),Travis Scott,,
49,FANTASÍAS,Mora,,
50,Calm Down (with Selena Gomez),Rema,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Paint The Town Red,Doja Cat,,
3,Cruel Summer,Taylor Swift,,
4,LALA,Myke Towers,,
5,What Was I Made For?,Billie Eilish,,
6,Dance The Night - From Barbie The Album,Dua Lipa,,
7,QLONA,KAROL G,,
8,Columbia,Quevedo,,
9,vampire,Olivia Rodrigo,,
10,fukumean,Gunna,,
11,Sprinter,Dave & Central Cee,,
12,Daylight,David Kushner,,
13,Kill Bill,SZA,,
14,As It Was,Harry Styles,,
15,Used To Be Young,Miley Cyrus,,
16,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
17,Flowers,Miley Cyrus,,
18,Super Shy,NewJeans,,
19,un x100to,Grupo Frontera,,
20,I Wanna Be Yours,Arctic Monkeys,,
21,WHERE SHE GOES,Bad Bunny,,
22,Classy 101,Feid & Young Miko,,
23,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
24,LADY GAGA,Peso Pluma,,
25,august,Taylor Swift,,
26,MI EX TENÍA RAZÓN,KAROL G,,
27,bad idea right?,Olivia Rodrigo,,
28,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
29,(It Goes Like) Nanana - Edit,Peggy Gou,,
30,Blank Space,Taylor Swift,,
31,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
32,Style,Taylor Swift,,
33,Single Soon,Selena Gomez,,
34,Primera Cita,Carin Leon,,
35,Ella Baila Sola,Eslabon Armado,,
36,Anti-Hero,Taylor Swift,,
37,Like Crazy,Jimin,,
38,Love Me Again,V,,
39,MELTDOWN (feat. Drake),Travis Scott,,
40,REINA,Mora,,
41,Penhasco2,Luísa Sonza,,
42,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
43,Die For You,The Weeknd,,
44,Starboy,The Weeknd,,
45,Holanda,Jhayco,,
46,DONDE SE APRENDE A QUERER?,Mora,,
47,Calm Down (with Selena Gomez),Rema,,
48,FE!N (feat. Playboi Carti),Travis Scott,,
49,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
50,See You Again (feat. Kali Uchis),Tyler The Creator,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Paint The Town Red,Doja Cat,,
3,Cruel Summer,Taylor Swift,,
4,LALA,Myke Towers,,
5,What Was I Made For?,Billie Eilish,,
6,QLONA,KAROL G,,
7,Dance The Night - From Barbie The Album,Dua Lipa,,
8,Columbia,Quevedo,,
9,vampire,Olivia Rodrigo,,
10,fukumean,Gunna,,
11,Sprinter,Dave & Central Cee,,
12,Daylight,David Kushner,,
13,As It Was,Harry Styles,,
14,Flowers,Miley Cyrus,,
15,Kill Bill,SZA,,
16,Used To Be Young,Miley Cyrus,,
17,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
18,august,Taylor Swift,,
19,Super Shy,NewJeans,,
20,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
21,WHERE SHE GOES,Bad Bunny,,
22,Classy 101,Feid & Young Miko,,
23,I Wanna Be Yours,Arctic Monkeys,,
24,LADY GAGA,Peso Pluma,,
25,MI EX TENÍA RAZÓN,KAROL G,,
26,un x100to,Grupo Frontera,,
27,(It Goes Like) Nanana - Edit,Peggy Gou,,
28,bad idea right?,Olivia Rodrigo,,
29,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
30,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
31,Blank Space,Taylor Swift,,
32,Style,Taylor Swift,,
33,Single Soon,Selena Gomez,,
34,Primera Cita,Carin Leon,,
35,Anti-Hero,Taylor Swift,,
36,MELTDOWN (feat. Drake),Travis Scott,,
37,Ella Baila Sola,Eslabon Armado,,
38,Holanda,Jhayco,,
39,Die For You,The Weeknd,,
40,Love Me Again,V,,
41,Starboy,The Weeknd,,
42,Calm Down (with Selena Gomez),Rema,,
43,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
44,Rich Men North of Richmond,Oliver Anthony Music,,
45,I KNOW ?,Travis Scott,,
46,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
47,FE!N (feat. Playboi Carti),Travis Scott,,
48,Prada,cassö & RAYE & D-Block Europe,,
49,Last Night,Morgan Wallen,,
50,Snooze,SZA,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Paint The Town Red,Doja Cat,,
3,Cruel Summer,Taylor Swift,,
4,LALA,Myke Towers,,
5,What Was I Made For?,Billie Eilish,,
6,QLONA,KAROL G,,
7,Dance The Night - From Barbie The Album,Dua Lipa,,
8,Columbia,Quevedo,,
9,vampire,Olivia Rodrigo,,
10,fukumean,Gunna,,
11,Sprinter,Dave & Central Cee,,
12,Daylight,David Kushner,,
13,As It Was,Harry Styles,,
14,Flowers,Miley Cyrus,,
15,Kill Bill,SZA,,
16,Used To Be Young,Miley Cyrus,,
17,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
18,august,Taylor Swift,,
19,Super Shy,NewJeans,,
20,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
21,WHERE SHE GOES,Bad Bunny,,
22,Classy 101,Feid & Young Miko,,
23,I Wanna Be Yours,Arctic Monkeys,,
24,LADY GAGA,Peso Pluma,,
25,MI EX TENÍA RAZÓN,KAROL G,,
26,un x100to,Grupo Frontera,,
27,(It Goes Like) Nanana - Edit,Peggy Gou,,
28,bad idea right?,Olivia Rodrigo,,
29,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
30,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
31,Blank Space,Taylor Swift,,
32,Style,Taylor Swift,,
33,Single Soon,Selena Gomez,,
34,Primera Cita,Carin Leon,,
35,Anti-Hero,Taylor Swift,,
36,MELTDOWN (feat. Drake),Travis Scott,,
37,Ella Baila Sola,Eslabon Armado,,
38,Holanda,Jhayco,,
39,Die For You,The Weeknd,,
40,Love Me Again,V,,
41,Starboy,The Weeknd,,
42,Calm Down (with Selena Gomez),Rema,,
43,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
44,Rich Men North of Richmond,Oliver Anthony Music,,
45,I KNOW ?,Travis Scott,,
46,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
47,FE!N (feat. Playboi Carti),Travis Scott,,
48,Prada,cassö & RAYE & D-Block Europe,,
49,Last Night,Morgan Wallen,,
50,Snooze,SZA,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Paint The Town Red,Doja Cat,,
3,Cruel Summer,Taylor Swift,,
4,LALA,Myke Towers,,
5,QLONA,KAROL G,,
6,Dance The Night - From Barbie The Album,Dua Lipa,,
7,Columbia,Quevedo,,
8,What Was I Made For?,Billie Eilish,,
9,vampire,Olivia Rodrigo,,
10,fukumean,Gunna,,
11,LADY GAGA,Peso Pluma,,
12,Sprinter,Dave & Central Cee,,
13,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
14,Flowers,Miley Cyrus,,
15,Daylight,David Kushner,,
16,As It Was,Harry Styles,,
17,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
18,WHERE SHE GOES,Bad Bunny,,
19,Classy 101,Feid & Young Miko,,
20,Primera Cita,Carin Leon,,
21,Kill Bill,SZA,,
22,Super Shy,NewJeans,,
23,MI EX TENÍA RAZÓN,KAROL G,,
24,(It Goes Like) Nanana - Edit,Peggy Gou,,
25,I Wanna Be Yours,Arctic Monkeys,,
26,Ella Baila Sola,Eslabon Armado,,
27,august,Taylor Swift,,
28,Holanda,Jhayco,,
29,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
30,Blank Space,Taylor Swift,,
31,Style,Taylor Swift,,
32,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
33,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
34,bad idea right?,Olivia Rodrigo,,
35,un x100to,Grupo Frontera,,
36,Prada,cassö & RAYE & D-Block Europe,,
37,Anti-Hero,Taylor Swift,,
38,Used To Be Young,Miley Cyrus,,
39,TULUM,Peso Pluma,,
40,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
41,Starboy,The Weeknd,,
42,Calm Down (with Selena Gomez),Rema,,
43,Love Me Again,V,,
44,Die For You,The Weeknd,,
45,Last Night,Morgan Wallen,,
46,Like Crazy,Jimin,,
47,SABOR FRESA,Fuerza Regida,,
48,I KNOW ?,Travis Scott,,
49,Cupid - Twin Ver.,FIFTY FIFTY,,
50,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Paint The Town Red,Doja Cat,,
3,Cruel Summer,Taylor Swift,,
4,LALA,Myke Towers,,
5,QLONA,KAROL G,,
6,What Was I Made For?,Billie Eilish,,
7,Dance The Night - From Barbie The Album,Dua Lipa,,
8,Columbia,Quevedo,,
9,vampire,Olivia Rodrigo,,
10,fukumean,Gunna,,
11,LADY GAGA,Peso Pluma,,
12,Daylight,David Kushner,,
13,Sprinter,Dave & Central Cee,,
14,Super Shy,NewJeans,,
15,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
16,I Wanna Be Yours,Arctic Monkeys,,
17,Kill Bill,SZA,,
18,As It Was,Harry Styles,,
19,Flowers,Miley Cyrus,,
20,Primera Cita,Carin Leon,,
21,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
22,WHERE SHE GOES,Bad Bunny,,
23,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
24,Classy 101,Feid & Young Miko,,
25,august,Taylor Swift,,
26,(It Goes Like) Nanana - Edit,Peggy Gou,,
27,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
28,Ella Baila Sola,Eslabon Armado,,
29,MI EX TENÍA RAZÓN,KAROL G,,
30,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
31,Style,Taylor Swift,,
32,Blank Space,Taylor Swift,,
33,Love Me Again,V,,
34,bad idea right?,Olivia Rodrigo,,
35,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
36,Holanda,Jhayco,,
37,Anti-Hero,Taylor Swift,,
38,Like Crazy,Jimin,,
39,un x100to,Grupo Frontera,,
40,Die For You,The Weeknd,,
41,Starboy,The Weeknd,,
42,Last Night,Morgan Wallen,,
43,TULUM,Peso Pluma,,
44,Used To Be Young,Miley Cyrus,,
45,Prada,cassö & RAYE & D-Block Europe,,
46,SABOR FRESA,Fuerza Regida,,
47,Cupid - Twin Ver.,FIFTY FIFTY,,
48,Calm Down (with Selena Gomez),Rema,,
49,I KNOW ?,Travis Scott,,
50,See You Again (feat. Kali Uchis),Tyler The Creator,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Paint The Town Red,Doja Cat,,
3,Cruel Summer,Taylor Swift,,
4,LALA,Myke Towers,,
5,QLONA,KAROL G,,
6,What Was I Made For?,Billie Eilish,,
7,Dance The Night - From Barbie The Album,Dua Lipa,,
8,Columbia,Quevedo,,
9,vampire,Olivia Rodrigo,,
10,fukumean,Gunna,,
11,Sprinter,Dave & Central Cee,,
12,Daylight,David Kushner,,
13,As It Was,Harry Styles,,
14,Kill Bill,SZA,,
15,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
16,Flowers,Miley Cyrus,,
17,LADY GAGA,Peso Pluma,,
18,Super Shy,NewJeans,,
19,I Wanna Be Yours,Arctic Monkeys,,
20,WHERE SHE GOES,Bad Bunny,,
21,Primera Cita,Carin Leon,,
22,(It Goes Like) Nanana - Edit,Peggy Gou,,
23,Classy 101,Feid & Young Miko,,
24,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
25,august,Taylor Swift,,
26,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
27,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
28,Holanda,Jhayco,,
29,Prada,cassö & RAYE & D-Block Europe,,
30,Style,Taylor Swift,,
31,Blank Space,Taylor Swift,,
32,bad idea right?,Olivia Rodrigo,,
33,MI EX TENÍA RAZÓN,KAROL G,,
34,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
35,Love Me Again,V,,
36,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
37,Anti-Hero,Taylor Swift,,
38,Like Crazy,Jimin,,
39,Used To Be Young,Miley Cyrus,,
40,Die For You,The Weeknd,,
41,Starboy,The Weeknd,,
42,Ella Baila Sola,Eslabon Armado,,
43,Last Night,Morgan Wallen,,
44,I KNOW ?,Travis Scott,,
45,Calm Down (with Selena Gomez),Rema,,
46,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
47,MELTDOWN (feat. Drake),Travis Scott,,
48,See You Again (feat. Kali Uchis),Tyler The Creator,,
49,Moonlight,Kali Uchis,,
50,Cupid - Twin Ver.,FIFTY FIFTY,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Paint The Town Red,Doja Cat,,
3,Cruel Summer,Taylor Swift,,
4,LALA,Myke Towers,,
5,QLONA,KAROL G,,
6,What Was I Made For?,Billie Eilish,,
7,Dance The Night - From Barbie The Album,Dua Lipa,,
8,Columbia,Quevedo,,
9,vampire,Olivia Rodrigo,,
10,fukumean,Gunna,,
11,Sprinter,Dave & Central Cee,,
12,Daylight,David Kushner,,
13,Kill Bill,SZA,,
14,Flowers,Miley Cyrus,,
15,As It Was,Harry Styles,,
16,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
17,LADY GAGA,Peso Pluma,,
18,Super Shy,NewJeans,,
19,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
20,I Wanna Be Yours,Arctic Monkeys,,
21,WHERE SHE GOES,Bad Bunny,,
22,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
23,Primera Cita,Carin Leon,,
24,Classy 101,Feid & Young Miko,,
25,(It Goes Like) Nanana - Edit,Peggy Gou,,
26,MI EX TENÍA RAZÓN,KAROL G,,
27,Prada,cassö & RAYE & D-Block Europe,,
28,bad idea right?,Olivia Rodrigo,,
29,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
30,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
31,Holanda,Jhayco,,
32,august,Taylor Swift,,
33,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
34,Style,Taylor Swift,,
35,Used To Be Young,Miley Cyrus,,
36,I KNOW ?,Travis Scott,,
37,Blank Space,Taylor Swift,,
38,Love Me Again,V,,
39,Starboy,The Weeknd,,
40,Anti-Hero,Taylor Swift,,
41,Like Crazy,Jimin,,
42,Die For You,The Weeknd,,
43,MELTDOWN (feat. Drake),Travis Scott,,
44,Ella Baila Sola,Eslabon Armado,,
45,Calm Down (with Selena Gomez),Rema,,
46,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
47,FE!N (feat. Playboi Carti),Travis Scott,,
48,Last Night,Morgan Wallen,,
49,Strangers,Kenya Grace,,
50,See You Again (feat. Kali Uchis),Tyler The Creator,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,Paint The Town Red,Doja Cat,,
3,Cruel Summer,Taylor Swift,,
4,LALA,Myke Towers,,
5,QLONA,KAROL G,,
6,What Was I Made For?,Billie Eilish,,
7,Dance The Night - From Barbie The Album,Dua Lipa,,
8,Columbia,Quevedo,,
9,vampire,Olivia Rodrigo,,
10,fukumean,Gunna,,
11,Sprinter,Dave & Central Cee,,
12,Daylight,David Kushner,,
13,Kill Bill,SZA,,
14,Super Shy,NewJeans,,
15,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
16,As It Was,Harry Styles,,
17,Flowers,Miley Cyrus,,
18,I Wanna Be Yours,Arctic Monkeys,,
19,LADY GAGA,Peso Pluma,,
20,WHERE SHE GOES,Bad Bunny,,
21,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
22,Classy 101,Feid & Young Miko,,
23,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
24,Primera Cita,Carin Leon,,
25,MI EX TENÍA RAZÓN,KAROL G,,
26,bad idea right?,Olivia Rodrigo,,
27,Chico,Luísa Sonza,,
28,(It Goes Like) Nanana - Edit,Peggy Gou,,
29,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
30,Prada,cassö & RAYE & D-Block Europe,,
31,Holanda,Jhayco,,
32,august,Taylor Swift,,
33,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
34,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,,
35,Style,Taylor Swift,,
36,Love Me Again,V,,
37,Blank Space,Taylor Swift,,
38,Like Crazy,Jimin,,
39,Anti-Hero,Taylor Swift,,
40,I KNOW ?,Travis Scott,,
41,Starboy,The Weeknd,,
